6.4983,3.672,3.3752,3.4252
5.9967,4.0735,3.0291,3.3541
16.548,5.0704,4.9633,6.173
16.225,6.0368,24.585,7.41
13.991,5.8733,7.8717,5.7368
14.933,5.5312,8.8856,7.0958
16.682,5.9278,15.2,7.505
14.554,4.9998,6.5198,5.9217
13.086,4.957,7.876,6.2082
13.194,5.2657,5.4487,5.0746
13.9,5.2564,8.9947,6.7134
12.969,5.151,6.2559,5.9382
13.905,5.0637,7.8734,5.8515
13.343,5.5494,6.576,5.423
14.9,5.4664,7.4115,6.6013
14.303,4.9461,6.8753,5.8481
13.015,5.1297,6.1724,5.9763
14.076,5.4633,6.5503,5.6656
12.679,4.6876,5.2958,5.7412
12.491,4.7017,4.528,4.6643
11.521,5.082,5.9626,5.3008
12.831,5.3575,6.3527,4.7594
13.08,5.477,7.2352,6.9555
13.865,4.6699,5.7495,5.7407
11.913,5.7154,6.1419,6.1746
13.112,5.1395,6.3602,5.5415
13.765,5.4965,9.5894,6.2554
7.5147,5.0691,4.6275,2.455
8.2946,4.6144,3.8394,2.676
7.3519,4.471,3.8411,2.6634
7.1141,3.9687,3.2807,3.0438
7.9949,4.4602,3.396,2.9198
6.22,5.3775,3.2977,2.5093
7.9504,5.2166,3.1231,3.1165
7.7589,4.7121,3.5459,3.5339
6.5797,4.3462,3.4476,3.5545
7.647,4.9017,3.5103,3.0001
6.1095,4.6555,3.3294,3.2494
6.9017,4.6672,3.259,2.9225
6.1164,4.1585,3.354,2.463
5.9754,4.6587,3.3714,2.5981
6.5088,5.7089,3.4574,2.4296
5.8244,4.7141,3.0413,2.8019
7.6415,4.3575,3.2205,2.5166
5.6757,4.7628,3.3088,2.0769
7.4837,5.1724,3.5436,2.7508
6.9258,5.5338,3.4899,2.4447
6.0841,5.3591,3.07,2.5921
6.1577,4.457,3.505,2.283
5.9426,4.6927,3.1933,2.4398
6.2309,4.8486,3.0695,2.9364
6.1332,4.0808,2.8403,2.7479
6.0336,4.3872,2.0716,2.1661
5.3128,4.7113,2.604,2.2525
4.4916,4.9834,2.1713,2.0448
5.557,3.6928,2.0275,1.9844
5.7162,4.4072,2.464,2.1681
5.7402,4.1529,2.6734,2.4032
5.2286,4.5268,2.3101,2.0359
4.96,4.5211,2.1575,1.9225
5.1464,3.6972,2.5294,2.0564
5.296,3.7633,2.5546,2.1238
7.1481,5.1479,3.7745,2.976
5.0114,4.4604,2.3068,2.1162
4.9736,4.4233,2.5201,1.838
6.4224,3.8463,2.291,2.0941
4.4392,3.76,2.5207,2.5805
5.1114,4.0767,2.3908,2.1006
5.542,4.0528,2.1962,2.1914
4.8576,4.2051,2.2865,2.062
5.0155,4.9646,2.3643,2.0757
8.5292,4.7806,4.5191,2.5976
6.7557,4.294,4.0644,2.6671
4.8903,3.653,2.4691,2.6036
5.7394,5.2201,2.3364,2.0834
4.8803,4.1959,2.3567,2.0745
4.6103,3.9928,2.4504,2.1836
3.6211,4.6042,3.0662,1.6844
6.7348,5.5041,3.0717,1.8483
4.8803,5.3424,3.6317,1.9729
4.8494,4.8545,3.3084,1.2565
2.9695,6.3738,5.8531,1.4133
3.8744,5.3466,5.6925,0.95157
4.4429,5.7408,5.9436,0.90555
3.618,5.9758,5.0126,1.3658
3.2683,4.219,3.2779,1.6614
3.401,5.7,4.5143,0.9041
2.9482,5.2958,4.4081,1.4623
4.1036,5.2321,4.3329,1.414
4.5911,4.5735,4.5864,1.0059
5.6356,4.7705,3.3597,2.4694
5.2874,5.0939,3.2954,1.9979
5.1987,4.9317,3.2055,2.2332
5.8721,4.8898,2.9802,2.8366
5.7258,4.3325,3.1735,2.1849
7.8176,5.2665,3.2375,2.2677
6.075,5.1517,3.1238,2.248
5.9758,4.4741,2.9438,2.6305
5.0454,5.5099,3.2474,2.2434
5.6657,5.8473,3.6547,2.3649
5.7694,4.7458,3.1291,2.6094
5.3255,5.5076,3.0246,2.2375
7.0695,5.1433,3.639,2.1738
5.5943,4.6925,3.8136,1.9613
6.7662,4.5104,3.6364,1.9411
6.5311,4.3339,4.0874,2.3923
5.1014,4.2821,2.8608,2.2403
5.6311,4.4164,3.0697,3.1476
6.1123,5.1858,3.1489,2.983
5.9558,4.9486,2.9556,2.4754
5.8112,4.5722,3.046,2.7714
6.2268,4.3006,3.046,3.2236
5.1845,4.7922,2.9588,2.4734
7.6134,4.6421,2.8568,3.1154
6.4092,5.3017,3.1165,2.415
6.2468,4.8316,3.5244,2.3648
6.2801,5.0109,3.3906,2.4677
6.8476,4.7744,3.4532,2.5121
6.2164,3.7217,3.3164,2.319
7.175,4.9441,3.0173,2.5258
4.6385,4.437,2.5297,1.8375
8.135,5.2516,4.0054,3.0071
7.0759,4.3085,3.2766,3.1275
6.547,4.6211,3.3129,2.3085
5.3728,4.0437,2.607,1.8747
4.7994,4.375,2.9984,2.0593
6.3278,5.2272,3.0251,2.3615
